15	2	012	-5.5100	15.2700
15	3	013	-7.8300	15.3200
15	4	014	-11.9300	13.2700
15	5	015	-10.1900	14.6300
15	6	016	-7.7700	13.5300
15	7	017	-4.4100	13.5400
15	8	036	-2.2900	12.0400
15	9	037	-3.9200	11.9300
15	10	038	-7.0200	11.8200
15	11	039	-10.4300	11.9800
15	12	044	-10.1100	10.4600
15	13	046	-8.4000	10.6900
15	14	047	-4.9600	8.8300
15	15	048	-2.9400	10.0600
15	16	067	-6.1700	7.8900
16	1	002	-3.9400	17.7000
16	2	003	-1.2100	18.8900
16	3	004	1.0200	18.1100
16	4	005	3.2800	17.9200
16	5	009	-0.6900	15.1700
16	6	010	-1.9900	16.1900
16	7	011	-3.8500	15.8600
16	8	018	-1.9800	13.6500
16	9	019	0.1300	13.5800
16	10	020	0.3000	16.5000
16	11	022	3.5200	14.8400
16	12	033	2.0900	10.9500
16	13	034	1.0700	12.4100
16	14	035	-0.8300	11.4800
16	15	049	-0.4900	9.8600
16	16	050	1.1400	8.8100
